tx_id,user_id,timestamp,tx_type,amount_usd,counterparty_country
tx_u0278_99138,u0278,2025-05-09 01:05:38,trade,1169.5,CN
tx_u0278_75324,u0278,2025-05-24 05:32:14,withdraw,476.74,DE
tx_u0278_43660,u0278,2025-06-03 16:16:48,deposit,274.63,IR
tx_u0278_7830,u0278,2025-02-12 20:08:10,deposit,184.21,IN
tx_u0278_98652,u0278,2025-01-21 01:20:32,deposit,3947.3,CN
tx_u0278_76482,u0278,2025-02-02 13:39:18,deposit,3746.96,BR
tx_u0278_8597,u0278,2025-02-15 13:34:08,deposit,168.77,IN
tx_u0278_59023,u0278,2025-04-07 01:50:38,withdraw,160.58,FR
tx_u0278_78757,u0278,2025-04-12 00:35:59,withdraw,3487.79,IN
tx_u0278_74328,u0278,2025-01-26 23:45:48,deposit,993.4,DE
tx_u0278_34012,u0278,2025-05-22 19:00:19,trade,2261.57,US
tx_u0278_60169,u0278,2025-04-23 04:25:10,deposit,318.23,RU
tx_u0278_65075,u0278,2025-02-02 14:04:34,trade,260.41,IR
tx_u0278_70927,u0278,2025-05-25 09:50:05,trade,690.78,NG
tx_u0278_60136,u0278,2025-03-02 18:49:29,trade,159.29,DE
tx_u0278_17373,u0278,2025-03-28 17:16:21,withdraw,932.07,IR
tx_u0278_72701,u0278,2025-05-15 12:12:41,deposit,1627.23,US
tx_u0278_43471,u0278,2025-06-03 01:37:51,withdraw,507.06,RU
tx_u0278_81765,u0278,2025-01-06 00:53:16,withdraw,175.01,SA
tx_u0278_87484,u0278,2025-04-05 00:16:34,deposit,4270.44,SA
tx_u0278_30754,u0278,2025-05-05 23:39:46,trade,171.12,IR
tx_u0278_3213,u0278,2025-05-22 02:00:32,trade,311.21,IR
tx_u0279_64374,u0279,2025-04-20 10:02:07,withdraw,363.91,US
tx_u0279_52215,u0279,2025-03-13 13:33:48,withdraw,3866.85,BR
tx_u0279_58521,u0279,2025-04-02 17:27:15,deposit,5859.18,RU
tx_u0279_7605,u0279,2025-06-01 23:43:52,deposit,99.3,IR
tx_u0279_3004,u0279,2025-05-06 03:18:30,deposit,2889.27,RU
tx_u0279_58236,u0279,2025-06-09 19:09:08,deposit,770.02,FR
tx_u0279_76131,u0279,2025-04-05 20:19:39,withdraw,733.31,NG
tx_u0279_38226,u0279,2025-01-22 20:15:34,trade,246.09,US
tx_u0279_9828,u0279,2025-02-12 16:25:07,deposit,2607.46,FR
tx_u0279_53479,u0279,2025-05-25 00:51:23,trade,173.74,IN
tx_u0279_90253,u0279,2025-04-03 02:29:47,deposit,2453.69,NG
tx_u0279_73539,u0279,2025-06-06 21:33:55,trade,2118.29,NG
tx_u0279_43452,u0279,2025-06-12 18:05:30,withdraw,5391.31,NG
tx_u0279_58352,u0279,2025-05-08 03:44:55,trade,4822.75,IR
tx_u0279_34541,u0279,2025-03-04 20:26:56,deposit,517.78,BR
tx_u0279_92998,u0279,2025-03-17 17:00:42,withdraw,6395.44,IR
tx_u0279_82304,u0279,2025-02-14 18:55:37,trade,681.23,BR
tx_u0279_25954,u0279,2025-03-06 08:26:18,trade,702.24,BR
tx_u0279_52397,u0279,2025-02-14 12:30:52,trade,256.17,BR
tx_u0279_19121,u0279,2025-02-14 02:47:20,deposit,519.93,BR
tx_u0279_71244,u0279,2025-06-11 14:26:04,trade,777.17,IN
tx_u0279_61638,u0279,2025-03-09 21:19:45,withdraw,3123.51,CN
tx_u0279_18544,u0279,2025-03-04 20:32:34,deposit,2652.15,IR
tx_u0279_30904,u0279,2025-03-02 15:33:29,deposit,4213.86,CN
tx_u0279_12303,u0279,2025-01-19 12:15:49,deposit,673.24,RU
tx_u0279_76135,u0279,2025-02-08 22:08:34,deposit,2740.86,IN
tx_u0279_56527,u0279,2025-04-02 01:39:18,trade,4458.04,CN
tx_u0279_55607,u0279,2025-04-13 08:13:07,trade,3576.8,DE
tx_u0279_39824,u0279,2025-05-24 11:39:51,deposit,8931.58,DE
tx_u0279_81144,u0279,2025-06-08 22:54:20,withdraw,258.73,DE
tx_u0279_95162,u0279,2025-04-08 10:46:38,deposit,5667.75,IN
tx_u0279_36269,u0279,2025-01-07 00:42:00,trade,158.64,SA
tx_u0279_78201,u0279,2025-05-12 07:46:46,trade,518.5,CN
tx_u0279_85034,u0279,2025-05-19 16:34:54,deposit,3158.39,DE
tx_u0279_2026,u0279,2025-02-26 17:39:32,deposit,303.44,DE
tx_u0279_49947,u0279,2025-03-20 04:02:29,withdraw,9347.53,US
tx_u0279_65112,u0279,2025-03-14 20:15:02,deposit,2109.77,DE
tx_u0279_28536,u0279,2025-06-01 12:33:44,deposit,879.63,FR
tx_u0279_79436,u0279,2025-06-17 00:38:52,deposit,2683.63,IR
tx_u0279_7896,u0279,2025-04-24 17:49:54,trade,505.17,IR
tx_u0279_25469,u0279,2025-05-19 05:22:07,deposit,3070.95,IN
tx_u0279_63392,u0279,2025-05-19 00:16:49,withdraw,276.47,DE
tx_u0279_35408,u0279,2025-01-21 15:04:36,deposit,280.64,BR
tx_u0279_69173,u0279,2025-02-17 12:20:28,deposit,485.95,RU
tx_u0279_34268,u0279,2025-01-06 16:46:18,withdraw,45.74,CN
tx_u0279_27670,u0279,2025-03-21 16:33:13,trade,1057.6,CN
tx_u0279_12712,u0279,2025-03-31 03:02:12,deposit,2823.16,DE
tx_u0279_20339,u0279,2025-05-29 06:49:25,deposit,659.99,BR
tx_u0279_15654,u0279,2025-06-12 22:47:12,withdraw,306.09,IR
tx_u0279_3635,u0279,2025-02-04 13:41:53,trade,1127.82,BR
tx_u0279_33014,u0279,2025-05-06 09:38:02,withdraw,397.34,SA
tx_u0279_67083,u0279,2025-04-17 03:17:57,withdraw,76.16,FR
tx_u0279_84677,u0279,2025-02-20 20:37:22,deposit,2115.78,IR
tx_u0279_43387,u0279,2025-05-02 12:01:48,deposit,631.31,NG
tx_u0279_949,u0279,2025-06-08 02:05:17,withdraw,4088.53,NG
tx_u0279_54845,u0279,2025-02-28 00:11:38,deposit,1001.94,NG
tx_u0279_83537,u0279,2025-04-01 17:28:37,trade,712.08,IR
tx_u0279_23094,u0279,2025-03-23 00:18:33,withdraw,1069.37,SA
tx_u0279_60192,u0279,2025-05-05 02:34:36,deposit,2312.76,IR
tx_u0279_48299,u0279,2025-01-08 08:31:03,trade,791.47,IR
tx_u0279_29354,u0279,2025-02-23 03:29:50,trade,44.88,BR
tx_u0279_98823,u0279,2025-03-07 15:54:42,deposit,4039.94,FR
tx_u0279_93874,u0279,2025-05-11 20:15:51,withdraw,3026.97,BR
tx_u0279_61206,u0279,2025-04-29 00:56:40,withdraw,1245.37,RU
tx_u0279_64282,u0279,2025-04-06 19:00:48,trade,155.22,NG
tx_u0279_97964,u0279,2025-05-28 18:39:53,deposit,1041.89,BR
tx_u0279_57742,u0279,2025-01-08 22:25:24,deposit,1607.55,RU
tx_u0279_26208,u0279,2025-01-11 12:08:34,trade,1033.4,US
tx_u0279_83934,u0279,2025-02-06 12:39:38,deposit,189.96,IR
tx_u0279_62961,u0279,2025-04-30 06:39:42,withdraw,666.93,US
tx_u0279_39366,u0279,2025-06-02 06:41:04,trade,2558.8,BR
tx_u0279_45383,u0279,2025-01-27 19:38:42,withdraw,2055.3,CN
tx_u0279_70712,u0279,2025-03-19 07:26:20,trade,436.1,US
tx_u0279_12754,u0279,2025-02-09 22:18:44,withdraw,380.78,BR
tx_u0279_69937,u0279,2025-01-16 23:18:32,withdraw,2339.38,FR
tx_u0279_75583,u0279,2025-01-13 23:48:49,trade,192.05,FR
tx_u0279_9173,u0279,2025-04-17 19:05:17,trade,177.06,IN
tx_u0279_6346,u0279,2025-02-14 00:16:06,deposit,4351.48,SA
tx_u0279_58850,u0279,2025-02-25 09:19:43,deposit,2932.91,NG
tx_u0279_87475,u0279,2025-04-14 21:53:00,withdraw,410.81,IR
tx_u0279_48818,u0279,2025-04-19 01:07:42,withdraw,546.42,US
tx_u0279_36240,u0279,2025-03-23 22:25:17,deposit,323.77,FR
tx_u0279_9525,u0279,2025-05-12 00:01:46,trade,1402.16,SA
tx_u0279_27678,u0279,2025-04-13 00:32:05,trade,1517.8,IR
tx_u0279_75602,u0279,2025-04-25 11:51:11,deposit,1978.01,US
tx_u0279_39858,u0279,2025-04-24 04:49:56,trade,2600.67,FR
tx_u0279_69754,u0279,2025-01-19 06:07:33,trade,4083.31,NG
tx_u0279_81137,u0279,2025-05-25 23:12:05,withdraw,1648.9,CN
tx_u0279_26232,u0279,2025-05-21 19:19:31,withdraw,3898.55,RU
tx_u0279_52015,u0279,2025-05-27 07:39:17,deposit,36.24,CN
tx_u0279_99626,u0279,2025-06-22 13:18:09,withdraw,449.71,RU
tx_u0279_68094,u0279,2025-02-19 02:03:21,trade,748.39,IN
tx_u0279_45787,u0279,2025-02-16 17:37:23,deposit,897.65,IR
tx_u0279_87027,u0279,2025-06-15 16:32:25,deposit,2444.13,IR
tx_u0279_17451,u0279,2025-05-07 15:47:21,withdraw,771.07,FR
tx_u0279_16282,u0279,2025-04-05 14:20:20,deposit,2858.19,IN
tx_u0279_94880,u0279,2025-01-13 15:14:12,trade,139.8,FR
tx_u0279_92399,u0279,2025-01-23 18:06:52,deposit,1805.23,BR
tx_u0279_71825,u0279,2025-04-06 12:40:35,trade,942.18,IR
tx_u0280_93814,u0280,2025-06-13 14:28:23,withdraw,681.18,DE
tx_u0280_38328,u0280,2025-01-31 09:06:19,trade,2713.75,CN
tx_u0280_6618,u0280,2025-05-03 14:32:36,trade,1876.74,IR
tx_u0280_58782,u0280,2025-05-27 18:24:01,deposit,125.91,FR
tx_u0280_73907,u0280,2025-05-15 01:51:44,trade,860.91,RU
tx_u0280_75315,u0280,2025-04-09 14:09:43,deposit,1030.68,US
tx_u0280_27965,u0280,2025-02-13 04:19:04,trade,1956.59,IR
tx_u0280_14145,u0280,2025-05-18 22:32:29,trade,580.18,IN
tx_u0280_96635,u0280,2025-05-10 17:11:44,trade,938.12,DE
tx_u0280_84280,u0280,2025-03-26 16:48:24,deposit,236.16,DE
tx_u0280_520,u0280,2025-03-03 16:37:52,deposit,6943.64,CN
tx_u0280_54908,u0280,2025-01-02 12:36:49,withdraw,1746.43,DE
tx_u0280_50386,u0280,2025-05-04 08:53:53,withdraw,334.65,DE
tx_u0280_72588,u0280,2025-01-15 00:45:21,withdraw,548.13,SA
tx_u0280_46997,u0280,2025-01-02 14:46:01,deposit,1167.2,BR
tx_u0280_61958,u0280,2025-02-11 10:42:14,deposit,633.09,SA
tx_u0280_39280,u0280,2025-02-05 20:56:37,deposit,3060.28,RU
tx_u0280_75424,u0280,2025-04-08 13:21:00,deposit,1585.3,FR
tx_u0280_23146,u0280,2025-03-26 22:54:40,deposit,778.89,IN
tx_u0280_38135,u0280,2025-03-18 16:40:06,deposit,1557.05,FR
tx_u0280_45398,u0280,2025-04-20 23:59:15,deposit,3941.56,FR
tx_u0280_48982,u0280,2025-05-10 07:20:03,deposit,209.24,FR
tx_u0280_28337,u0280,2025-03-26 11:34:35,withdraw,670.69,RU
tx_u0280_56133,u0280,2025-02-24 20:47:18,deposit,2244.74,RU
tx_u0280_86065,u0280,2025-06-01 21:33:25,withdraw,302.12,DE
tx_u0280_99109,u0280,2025-04-06 20:39:29,withdraw,2538.47,RU
tx_u0280_59487,u0280,2025-01-28 01:32:19,deposit,2919.23,RU
tx_u0280_56781,u0280,2025-05-06 13:02:02,withdraw,3068.1,IN
tx_u0280_1032,u0280,2025-03-05 15:22:23,withdraw,1401.08,SA
tx_u0280_80061,u0280,2025-06-19 11:52:31,withdraw,6024.06,US
tx_u0280_23499,u0280,2025-05-19 14:12:04,withdraw,5096.72,BR
tx_u0280_10694,u0280,2025-04-06 23:44:04,trade,8519.0,RU
tx_u0280_14914,u0280,2025-04-18 16:01:40,withdraw,269.0,DE
tx_u0280_40635,u0280,2025-03-26 11:03:23,trade,6735.07,IN
tx_u0280_8656,u0280,2025-06-07 09:53:15,deposit,502.48,RU
tx_u0280_18813,u0280,2025-04-21 04:43:37,trade,1658.78,BR
tx_u0280_90642,u0280,2025-03-07 21:11:25,withdraw,1514.27,CN
tx_u0280_44704,u0280,2025-06-15 10:07:06,trade,192.87,US
tx_u0280_5681,u0280,2025-01-21 16:37:35,trade,155.23,CN
tx_u0280_57239,u0280,2025-01-15 20:55:15,deposit,2422.62,SA
tx_u0280_76704,u0280,2025-01-14 01:49:36,trade,650.05,IR
tx_u0280_15753,u0280,2025-05-08 06:33:38,trade,1667.65,BR
tx_u0280_75630,u0280,2025-05-30 20:44:34,trade,1875.57,SA
tx_u0280_29343,u0280,2025-06-21 06:50:02,deposit,1966.44,IN
tx_u0280_15876,u0280,2025-04-19 07:41:02,trade,826.64,FR
tx_u0280_32716,u0280,2025-03-03 03:24:22,trade,227.8,FR
tx_u0280_75220,u0280,2025-05-01 19:17:45,withdraw,1323.31,IN
tx_u0280_81873,u0280,2025-03-21 11:50:01,deposit,3751.22,BR
tx_u0280_70940,u0280,2025-01-27 16:28:57,deposit,4405.39,US
tx_u0280_47074,u0280,2025-06-01 06:44:58,withdraw,683.36,US
tx_u0280_93657,u0280,2025-05-01 00:16:08,withdraw,59.73,FR
tx_u0280_95677,u0280,2025-06-20 11:39:48,deposit,2450.02,CN
tx_u0280_83981,u0280,2025-05-22 10:27:56,deposit,0.11,BR
tx_u0280_10814,u0280,2025-01-11 02:51:12,withdraw,2087.62,BR
tx_u0280_30911,u0280,2025-01-27 00:05:38,withdraw,14.13,BR
tx_u0280_69198,u0280,2025-06-15 21:16:49,deposit,1373.78,BR
tx_u0280_46888,u0280,2025-04-15 08:37:50,withdraw,2607.15,US
tx_u0280_17514,u0280,2025-01-02 13:00:52,deposit,1384.59,IN
tx_u0280_16176,u0280,2025-04-16 09:29:22,trade,1564.91,BR
tx_u0280_80845,u0280,2025-06-01 15:52:02,withdraw,5155.14,NG
tx_u0280_98921,u0280,2025-05-13 18:49:46,withdraw,1032.81,DE
tx_u0280_72922,u0280,2025-01-03 14:55:08,withdraw,2226.37,DE
tx_u0280_6971,u0280,2025-05-21 04:32:31,trade,418.88,IN
tx_u0280_88684,u0280,2025-06-08 22:45:48,trade,4437.22,BR
tx_u0280_27534,u0280,2025-03-11 12:50:29,withdraw,1975.02,NG
tx_u0280_54081,u0280,2025-04-11 07:10:32,deposit,1056.48,RU
tx_u0280_39098,u0280,2025-01-07 20:23:34,deposit,2670.59,CN
tx_u0280_7426,u0280,2025-03-24 06:27:20,withdraw,199.91,RU
tx_u0280_26172,u0280,2025-01-12 01:47:22,withdraw,2605.21,IR
tx_u0280_73386,u0280,2025-01-13 23:13:19,withdraw,214.9,IN
tx_u0280_17336,u0280,2025-03-21 07:51:22,trade,1611.04,IR
tx_u0280_2553,u0280,2025-03-11 04:03:02,deposit,143.12,SA
tx_u0280_33365,u0280,2025-04-07 13:47:40,deposit,3566.32,US
tx_u0280_59291,u0280,2025-02-23 18:58:41,withdraw,428.14,NG
tx_u0280_44768,u0280,2025-02-09 09:17:53,deposit,2566.38,IN
tx_u0280_61334,u0280,2025-02-16 07:10:03,withdraw,434.62,CN
tx_u0280_15219,u0280,2025-05-15 21:10:26,withdraw,2379.55,US
tx_u0280_40460,u0280,2025-02-15 07:47:09,deposit,1868.34,SA
tx_u0280_42963,u0280,2025-05-19 15:23:28,deposit,898.28,FR
tx_u0280_96137,u0280,2025-02-04 07:07:54,deposit,993.8,SA
tx_u0280_37155,u0280,2025-01-30 03:05:07,trade,3264.26,RU
tx_u0280_7420,u0280,2025-05-15 17:07:55,withdraw,2716.16,SA
tx_u0280_81099,u0280,2025-05-25 00:23:04,deposit,166.37,SA
tx_u0280_6553,u0280,2025-03-05 18:17:28,trade,74.77,IR
tx_u0280_92215,u0280,2025-03-17 01:54:53,trade,1983.45,RU
tx_u0280_34852,u0280,2025-01-19 07:10:38,withdraw,903.61,CN
tx_u0280_96874,u0280,2025-04-25 13:01:58,withdraw,5749.7,NG
tx_u0280_9870,u0280,2025-05-05 18:06:25,withdraw,815.14,DE
tx_u0280_15894,u0280,2025-01-23 19:32:02,trade,1806.41,NG
tx_u0280_6025,u0280,2025-01-11 20:59:26,deposit,5862.01,IR
tx_u0280_29920,u0280,2025-06-18 20:17:57,deposit,262.16,SA
tx_u0280_72865,u0280,2025-03-20 01:34:24,trade,2197.78,DE
tx_u0280_70929,u0280,2025-05-18 13:53:32,trade,6231.59,IR
tx_u0280_30192,u0280,2025-02-05 21:46:59,deposit,445.26,SA
tx_u0280_66887,u0280,2025-01-01 03:46:44,deposit,27.16,SA
tx_u0281_92526,u0281,2025-03-08 05:04:07,deposit,1480.62,FR
tx_u0281_23690,u0281,2025-06-12 15:26:51,trade,4995.48,IN
tx_u0281_59903,u0281,2025-03-18 16:12:27,trade,5294.9,DE
tx_u0281_50330,u0281,2025-05-17 01:50:13,trade,222.68,CN
tx_u0281_14262,u0281,2025-01-26 21:00:22,deposit,6003.1,BR
tx_u0281_94994,u0281,2025-04-08 16:50:51,deposit,3636.94,IR
tx_u0281_78400,u0281,2025-03-05 00:40:23,trade,2840.81,CN
tx_u0281_103,u0281,2025-03-31 00:36:48,deposit,714.47,IN
tx_u0281_3169,u0281,2025-02-02 10:42:32,trade,2673.06,IR
tx_u0281_95764,u0281,2025-01-01 00:48:29,withdraw,78.72,US
tx_u0281_25343,u0281,2025-06-16 23:10:57,deposit,512.92,IN
tx_u0281_23149,u0281,2025-02-22 11:57:40,deposit,3020.31,US
tx_u0281_71315,u0281,2025-06-18 16:39:33,trade,1956.37,NG
tx_u0281_77439,u0281,2025-03-08 12:21:17,withdraw,2846.63,IR
tx_u0281_74613,u0281,2025-01-24 19:40:18,deposit,2337.52,DE
tx_u0281_2784,u0281,2025-04-09 11:01:32,deposit,1962.54,CN
tx_u0281_17754,u0281,2025-03-26 10:46:12,deposit,1360.76,RU
tx_u0281_95439,u0281,2025-03-28 07:22:11,trade,1649.05,RU
tx_u0281_5903,u0281,2025-04-17 12:07:38,deposit,2750.0,RU
tx_u0281_80783,u0281,2025-01-03 16:46:00,deposit,1398.36,US
tx_u0281_74651,u0281,2025-03-25 11:49:34,trade,303.05,FR
tx_u0281_13650,u0281,2025-05-16 10:27:34,withdraw,2190.31,FR
tx_u0281_26012,u0281,2025-01-09 01:01:58,withdraw,1558.33,RU
tx_u0281_91810,u0281,2025-01-26 23:42:28,trade,1173.1,RU
tx_u0281_93131,u0281,2025-01-11 08:56:25,withdraw,1260.88,RU
tx_u0282_40536,u0282,2025-01-03 12:08:02,trade,1698.66,FR
tx_u0282_8162,u0282,2025-02-24 19:15:23,withdraw,579.26,SA
tx_u0282_27231,u0282,2025-04-25 07:23:40,trade,1044.32,BR
tx_u0282_64732,u0282,2025-01-03 11:42:11,deposit,1948.33,IR
tx_u0282_38741,u0282,2025-05-17 22:17:35,deposit,1288.86,NG
tx_u0282_61661,u0282,2025-02-01 14:12:09,withdraw,469.2,FR
tx_u0282_82323,u0282,2025-01-31 09:35:24,trade,1526.34,DE
tx_u0282_35210,u0282,2025-01-03 16:01:07,trade,807.08,IR
tx_u0282_32191,u0282,2025-01-01 19:53:43,deposit,2643.19,DE
tx_u0282_17056,u0282,2025-04-18 15:53:22,trade,4827.65,DE
tx_u0282_50120,u0282,2025-01-12 16:55:39,trade,779.17,DE
tx_u0282_51267,u0282,2025-02-07 04:41:10,deposit,446.95,US
tx_u0282_54964,u0282,2025-05-13 19:54:31,withdraw,1440.45,CN
tx_u0282_22629,u0282,2025-02-26 20:00:35,deposit,202.56,BR
tx_u0282_79447,u0282,2025-05-19 06:58:58,trade,4374.74,IN
tx_u0282_85921,u0282,2025-05-10 03:42:57,withdraw,702.02,IR
tx_u0282_30933,u0282,2025-03-04 14:19:56,deposit,129.27,US
tx_u0282_31054,u0282,2025-06-06 14:05:10,deposit,7232.05,DE
tx_u0282_18683,u0282,2025-02-07 15:03:36,withdraw,800.62,BR
tx_u0282_17709,u0282,2025-03-21 19:44:38,deposit,1175.22,US
tx_u0282_35582,u0282,2025-03-09 09:51:18,deposit,968.32,FR
tx_u0282_6418,u0282,2025-06-01 02:31:04,trade,2395.0,SA
tx_u0282_85766,u0282,2025-06-20 19:31:57,deposit,428.44,US
tx_u0282_53526,u0282,2025-02-21 15:30:44,deposit,1681.18,NG
tx_u0282_94468,u0282,2025-02-11 11:52:01,trade,5557.79,IN
tx_u0282_31310,u0282,2025-04-28 11:04:21,trade,841.18,CN
tx_u0282_36065,u0282,2025-05-12 20:39:37,withdraw,4112.03,IN
tx_u0282_83782,u0282,2025-03-20 12:34:37,trade,754.16,RU
tx_u0282_79292,u0282,2025-03-22 06:32:21,withdraw,1654.29,RU
tx_u0282_20793,u0282,2025-02-27 14:05:35,trade,3018.06,RU
tx_u0282_37338,u0282,2025-01-08 02:37:45,trade,64.66,CN
tx_u0282_77257,u0282,2025-02-19 13:03:55,withdraw,869.19,DE
tx_u0282_61951,u0282,2025-06-14 05:28:28,trade,6724.08,FR
tx_u0282_91493,u0282,2025-01-09 07:06:28,withdraw,4247.75,BR
tx_u0282_42316,u0282,2025-03-02 20:32:25,trade,3745.66,CN
tx_u0282_54727,u0282,2025-02-09 06:30:31,deposit,1054.73,IN
tx_u0282_14445,u0282,2025-02-07 16:08:42,withdraw,805.9,NG
tx_u0282_38283,u0282,2025-03-19 19:35:46,trade,189.38,RU
tx_u0282_80573,u0282,2025-06-06 06:54:04,trade,522.54,BR
tx_u0282_22812,u0282,2025-05-26 06:14:23,withdraw,4037.39,FR
tx_u0282_70190,u0282,2025-02-14 15:14:16,trade,204.26,US
tx_u0282_11750,u0282,2025-04-06 22:54:02,deposit,92.04,IN
tx_u0282_78437,u0282,2025-06-06 02:58:13,withdraw,785.78,IR
tx_u0282_79255,u0282,2025-03-03 03:26:03,trade,3187.4,RU
tx_u0282_47284,u0282,2025-01-26 13:34:46,deposit,1927.91,IR
tx_u0282_48174,u0282,2025-02-23 10:14:57,trade,335.75,IR
tx_u0282_24020,u0282,2025-03-23 16:51:24,deposit,138.72,RU
tx_u0282_70584,u0282,2025-06-21 06:11:20,deposit,10479.47,SA
tx_u0282_49123,u0282,2025-01-15 10:07:08,withdraw,880.84,SA
tx_u0282_56340,u0282,2025-03-09 10:15:55,withdraw,105.38,FR
tx_u0282_44710,u0282,2025-04-06 10:47:18,withdraw,1677.99,IN
tx_u0282_97066,u0282,2025-02-05 02:13:12,withdraw,602.46,FR
tx_u0282_56468,u0282,2025-01-04 02:39:15,deposit,1796.35,CN
tx_u0282_64575,u0282,2025-04-17 23:43:33,withdraw,3595.8,FR
tx_u0282_35592,u0282,2025-05-29 02:13:01,trade,2745.56,US
tx_u0282_25286,u0282,2025-01-02 15:50:24,withdraw,1536.2,RU
tx_u0282_17074,u0282,2025-01-04 22:08:50,trade,209.74,CN
tx_u0282_18205,u0282,2025-06-10 02:35:51,withdraw,2346.22,NG
tx_u0282_71551,u0282,2025-04-20 21:49:21,deposit,1036.65,US
tx_u0282_24403,u0282,2025-05-21 07:41:37,deposit,249.05,CN
tx_u0282_88381,u0282,2025-02-20 07:37:11,withdraw,1247.55,CN
tx_u0282_43148,u0282,2025-01-09 19:43:44,withdraw,2560.59,RU
tx_u0282_16262,u0282,2025-04-11 00:11:42,deposit,1268.52,RU
tx_u0282_85957,u0282,2025-02-27 23:55:28,trade,1821.53,BR
tx_u0282_84366,u0282,2025-03-09 15:25:24,deposit,2098.61,US
tx_u0282_64813,u0282,2025-03-28 00:09:28,trade,84.12,IR
tx_u0282_74026,u0282,2025-02-09 14:15:43,deposit,950.18,CN
tx_u0282_65611,u0282,2025-01-03 03:12:04,trade,673.15,US
tx_u0282_78427,u0282,2025-06-13 02:02:39,trade,1477.12,FR
tx_u0282_36223,u0282,2025-04-08 07:04:50,deposit,1214.16,IR
tx_u0282_60485,u0282,2025-05-09 23:47:27,deposit,3644.43,NG
tx_u0282_77836,u0282,2025-01-26 18:57:03,deposit,1308.52,BR
tx_u0282_26626,u0282,2025-04-13 19:51:33,trade,1029.89,RU
tx_u0282_60108,u0282,2025-04-17 01:00:19,trade,1302.08,IN
tx_u0282_3733,u0282,2025-01-15 04:52:00,trade,1567.07,SA
tx_u0282_20260,u0282,2025-06-14 14:00:04,withdraw,3649.97,NG
tx_u0282_6545,u0282,2025-04-06 08:21:10,deposit,327.81,DE
tx_u0282_50091,u0282,2025-02-28 18:21:33,trade,126.26,DE
tx_u0282_6641,u0282,2025-02-17 15:55:28,deposit,466.65,DE
tx_u0282_16640,u0282,2025-06-17 06:14:15,trade,2663.95,IR
tx_u0282_56690,u0282,2025-01-15 05:28:29,deposit,4669.4,NG
tx_u0282_69754,u0282,2025-02-26 04:09:06,deposit,211.96,FR
tx_u0282_32087,u0282,2025-03-02 07:54:04,withdraw,517.7,BR
tx_u0282_11825,u0282,2025-04-14 15:55:36,withdraw,68.73,IR
tx_u0282_60693,u0282,2025-01-03 17:14:44,trade,2323.68,RU
tx_u0282_79917,u0282,2025-06-15 22:15:24,withdraw,520.48,FR
tx_u0282_96676,u0282,2025-01-16 03:22:17,trade,1268.38,CN
tx_u0282_91123,u0282,2025-05-19 22:00:29,trade,496.02,CN
tx_u0283_66326,u0283,2025-03-21 01:51:44,deposit,6314.71,BR
tx_u0283_61383,u0283,2025-01-21 15:31:00,trade,3067.55,BR
tx_u0283_70666,u0283,2025-03-08 03:56:18,trade,10071.41,IR
tx_u0283_22461,u0283,2025-04-16 04:49:10,deposit,180.65,US
tx_u0283_58205,u0283,2025-03-21 01:51:27,withdraw,1137.38,IR
tx_u0283_27694,u0283,2025-01-03 18:02:49,withdraw,599.58,BR
tx_u0283_62937,u0283,2025-05-30 10:52:14,withdraw,5723.86,NG
tx_u0283_60687,u0283,2025-06-05 04:30:20,deposit,739.0,US
tx_u0283_91604,u0283,2025-02-18 08:59:02,withdraw,1854.25,US
tx_u0283_19644,u0283,2025-01-05 11:37:49,withdraw,584.28,CN
tx_u0283_82381,u0283,2025-02-07 22:06:03,deposit,2055.27,CN
tx_u0283_14609,u0283,2025-01-14 20:16:47,withdraw,5281.05,RU
tx_u0283_48222,u0283,2025-01-05 17:57:35,deposit,1920.01,IN
tx_u0283_33142,u0283,2025-06-09 01:42:19,deposit,8.27,FR
tx_u0283_87736,u0283,2025-01-12 02:06:05,deposit,822.26,IN
tx_u0283_14618,u0283,2025-05-12 03:13:29,trade,5364.77,CN
tx_u0283_28790,u0283,2025-03-05 19:09:30,withdraw,2611.16,NG
tx_u0283_40411,u0283,2025-06-16 10:19:58,trade,1749.08,IN
tx_u0283_42786,u0283,2025-05-30 13:44:55,deposit,939.13,IR
tx_u0283_34170,u0283,2025-03-19 14:42:23,trade,2380.29,DE
tx_u0283_30051,u0283,2025-02-25 05:32:20,deposit,2767.16,CN
tx_u0283_82965,u0283,2025-01-31 06:33:56,trade,606.27,RU
tx_u0283_29271,u0283,2025-06-12 11:32:16,deposit,249.42,DE
tx_u0283_73198,u0283,2025-04-30 10:22:28,deposit,1770.71,BR
tx_u0283_29595,u0283,2025-01-01 11:35:27,trade,2610.01,NG
tx_u0283_17496,u0283,2025-03-27 03:01:31,trade,413.43,SA
tx_u0283_24976,u0283,2025-01-31 13:39:15,withdraw,724.38,CN
tx_u0283_22673,u0283,2025-05-05 00:48:47,deposit,7.08,DE
tx_u0283_13608,u0283,2025-03-19 22:52:34,trade,223.88,NG
tx_u0283_85023,u0283,2025-03-13 13:49:47,withdraw,904.94,IR
tx_u0283_27696,u0283,2025-06-01 04:32:30,deposit,3.6,FR
tx_u0283_47307,u0283,2025-02-13 13:08:55,trade,2176.81,US
tx_u0283_53331,u0283,2025-03-18 10:20:17,withdraw,4452.37,NG
tx_u0283_29213,u0283,2025-02-21 05:03:40,trade,387.63,IN
